home|Die Wohnung mit dem kleinen Balkon|comparison|Mara hat zwei Wohnungen ~besichtigt=viewed~. Die erste ist größer, aber weit von ihrer Arbeit entfernt. Die zweite hat nur zwei Zimmer und einen kleinen Balkon. Von dort kann sie mit dem Fahrrad ins Büro fahren. Mara misst ihren Tisch und das Sofa. Beides passt hinein. Deshalb entscheidet sie sich für die kleinere Wohnung. Auf dem Balkon ist sogar Platz für ihre ~Tomaten=tomatoes~.|Mara compares two flats with different advantages.|She chooses the smaller flat near work, where her furniture fits.
home|Eine Nachricht an den Vermieter|because|Seit gestern tropft Wasser unter der ~Spüle=sink~. Malik stellt einen Eimer darunter und schreibt seinem Vermieter. Er schickt auch ein Foto, weil er das Problem nicht gut erklären kann. Der Vermieter ruft zurück und vereinbart einen Termin mit einem Handwerker. Malik kann am Vormittag nicht da sein. Seine Nachbarin bleibt für ihn in der Wohnung. Am Nachmittag ist das Rohr wieder ~dicht=watertight~.|Malik reports a leaking pipe under the sink.|A neighbour lets in the tradesperson while Malik is out.
home|Der Karton mit den Tellern|perfect|Beim Umzug hat Lea alle Kartons ~beschriftet=labelled~. Auf einem steht „Küche“, aber darin findet sie nur Bücher. Ihr Bruder hat zwei Zettel vertauscht. Gemeinsam öffnen sie den Karton aus dem Schlafzimmer. Dort sind die Teller, sicher zwischen Handtüchern. Zum Mittagessen gibt es deshalb etwas später Pizza. Diesmal schreiben sie die Wörter direkt auf die ~Kartons=cardboard boxes~.|Two labels have been swapped during Lea's move.|They find the plates and write directly on the boxes.
home|Wäsche am falschen Tag|when|Im Keller hängt ein Plan für die ~Waschmaschine=washing machine~. Sofia darf dienstags waschen. Heute ist Mittwoch, aber sie hat den Plan falsch gelesen. Ihr Nachbar braucht die Maschine gleich. Sofia entschuldigt sich. Ihr Waschgang dauert noch zehn Minuten. Der Nachbar wartet, und Sofia hilft ihm später beim Tragen seines Korbs. Wenn sie wieder waschen möchte, prüft sie zuerst den ~Wochentag=day of the week~.|Sofia accidentally uses the shared washing machine on the wrong day.|Her neighbour waits briefly and she later helps him carry his basket.
home|Ein Sofa aus zweiter Hand|dative|Im Internet findet Ben ein gebrauchtes ~Sofa=sofa~. Die Besitzerin wohnt ganz in der Nähe. Er fährt mit einem Freund hin und schaut es sich an. Es hat einen Fleck, aber der Stoff ist nicht kaputt. Ben kauft es. Zu Hause passt es nicht durch die Tür. Erst nachdem sie die Füße abgeschraubt haben, können sie es ins Wohnzimmer ~tragen=carry~.|Ben buys a second-hand sofa with a small stain.|Removing its feet allows them to carry it through the doorway.
home|Die Ruhe nach zehn|polite|Jan übt abends ~Trompete=trumpet~. Seine Nachbarin arbeitet früh und kann dabei nicht einschlafen. Sie klingelt bei ihm und erklärt ihre Arbeitszeiten. Jan wusste nichts davon. „Könntest du früher üben?“, fragt sie. Sie vereinbaren eine Stunde am Nachmittag. Am Wochenende fragt Jan vorher nach. Einige Tage später bedankt sich die Nachbarin. Sie schläft jetzt wieder ~besser=better~.|Late trumpet practice keeps Jan's neighbour awake.|They agree on an earlier practice time.
home|Der Ersatzschlüssel|dative|Vor dem Urlaub gibt Amina ihrer Freundin einen ~Ersatzschlüssel=spare key~. Sie soll zweimal die Pflanzen gießen. Am ersten Tag passt der Schlüssel nicht. Amina hat versehentlich den Kellerschlüssel gegeben. Ihre Freundin ruft sie an. Zum Glück hat der Nachbar einen Wohnungsschlüssel. Gemeinsam kommen sie hinein. Amina schreibt später kleine Schilder für beide Schlüssel, damit sie sie besser ~unterscheiden=tell apart~ kann.|Amina accidentally gives her friend the cellar key.|A neighbour's spare key allows the plants to be watered.
home|Der Tisch am Fenster|location|Im Winter steht unser Esstisch mitten im Zimmer. Im Frühling möchten wir ihn ans ~Fenster=window~ stellen. Zuerst müssen wir das Regal verschieben. Meine Schwester hält die Bücher, während ich das Regal langsam schiebe. Danach tragen wir den Tisch gemeinsam. Beim Abendessen sehen wir nun den Garten. Die Lampe hängt aber noch am alten Platz. Dafür brauchen wir eine andere ~Lösung=solution~.|The family rearranges the room to put the table by the window.|They enjoy the garden view but still need to move the lighting.
family|Zwei Geburtstage an einem Tag|because|Meine Schwester und mein Cousin haben am selben Tag ~Geburtstag=birthday~. Früher haben sie getrennt gefeiert. Dieses Jahr wollen beide gemeinsam einladen, weil viele Gäste zu beiden Feiern kommen würden. Meine Schwester möchte Musik, mein Cousin lieber Spiele. Sie planen erst einen Spielenachmittag und danach Musik im Garten. Beide backen einen Kuchen. Nur die Kerzen müssen sie nicht ~teilen=share~.|Two relatives decide to hold a joint birthday party.|They combine games and music while each has a separate cake.
family|Omas neues Telefon|imperative|Oma hat ein neues ~Telefon=phone~ bekommen. Die Schrift ist ihr zu klein. Luis zeigt ihr, wie sie die Buchstaben größer machen kann. Dann speichern sie die wichtigsten Nummern. Oma möchte alles selbst ausprobieren. Luis wartet und greift nicht sofort ein. Am Abend schickt sie ihm ihre erste Nachricht mit einem Foto. Darauf sieht man ihren Kuchen und ein sehr zufriedenes ~Lächeln=smile~.|Grandmother wants to learn to use her new phone herself.|After practising, she sends Luis a photo message.
family|Ein freier Nachmittag für Mama|modal|Mama kümmert sich oft um alles. Diesen Samstag wollen die anderen die ~Aufgaben=tasks~ übernehmen. Papa kauft ein, Lea kocht und Finn räumt auf. Mama möchte ins Museum gehen. Als sie zurückkommt, ist das Essen fertig, aber die Küche sieht noch schlimm aus. „Wir sind noch nicht fertig“, sagt Finn. Mama setzt sich mit einem Buch hin. Die anderen machen gemeinsam ~sauber=clean~.|The family takes over household jobs so the mother can visit a museum.|They finish cleaning while she rests with a book.
family|Der Name auf dem Umschlag|perfect|Nora hat zwei Briefe geschrieben: einen an ihre Tante und einen an ihren Bruder. Beim Einpacken hat sie die ~Umschläge=envelopes~ vertauscht. Die Tante ruft lachend an. Sie versteht nicht, warum Nora nach ihrem Fußballtraining fragt. Nora erklärt den Fehler und schickt beiden den richtigen Text per Nachricht. Die Briefe behalten sie trotzdem. Ihr Bruder findet das ~Missverständnis=misunderstanding~ sehr lustig.|Nora sends two letters in the wrong envelopes.|She sends the correct texts by message and the relatives keep the letters.
family|Ein Wochenende ohne Auto|without|Unser Auto ist in der ~Werkstatt=garage; repair shop~. Trotzdem besuchen wir am Wochenende meine Großeltern. Wir fahren mit dem Zug und gehen vom Bahnhof zu Fuß. Unterwegs zeigt Papa uns seine alte Schule. Mit dem Auto fahren wir sonst immer daran vorbei. Die Reise dauert länger, aber wir entdecken viel. Für den Rückweg holen uns die Großeltern am Abend nicht ab; sie begleiten uns zur ~Haltestelle=stop~.|The family visits the grandparents by public transport while the car is repaired.|Walking lets them see the father's old school.
family|Das Essen für alle|negation|Zum Familienessen kommen acht Personen. Mein Onkel isst kein ~Fleisch=meat~, meine Schwester mag keine Pilze. Ich möchte nicht drei Gerichte kochen. Deshalb mache ich Nudeln und stelle verschiedene Soßen auf den Tisch. Jeder kann selbst wählen. Die Tomatensoße ist zuerst leer. Nächstes Mal koche ich davon mehr. Mein Onkel fragt nach dem Rezept und hilft später beim ~Abwasch=washing up~.|Several relatives have different food preferences.|Separate sauces allow everyone to choose their own meal.
family|Die Ferien werden anders|past|Als Kind bin ich jeden Sommer mit meinen Eltern ans Meer gefahren. Dieses Jahr möchten sie in die ~Berge=mountains~. Zuerst bin ich enttäuscht. Dann zeigt mir meine Mutter Bilder von einem See und einem kleinen Dorf. Wir vereinbaren, nicht jeden Tag zu wandern. Ich darf einen Ausflug aussuchen. Jetzt freue ich mich besonders auf die Fahrt mit der ~Seilbahn=cable car~.|The family plans mountains instead of its usual seaside holiday.|The narrator accepts after choosing a cable-car excursion.
school|Ein Platz in der ersten Reihe|because|Im Kurs versteht Ana die Lehrerin oft schlecht. Hinten im Raum ist es ~laut=noisy~. Sie möchte nicht immer nachfragen. Nach der Pause spricht sie mit der Lehrerin. Gemeinsam suchen sie einen freien Platz weiter vorn. Dort hört Ana besser. Sie merkt auch, dass andere ähnliche Fragen haben. Am Ende der Stunde fragt sie noch nach einem schwierigen ~Ausdruck=expression~.|Noise makes it difficult for Ana to follow the lesson.|She moves forwards and becomes more comfortable asking questions.
school|Das Plakat für den Schulgarten|dative|Unsere Gruppe soll ein ~Plakat=poster~ über den Schulgarten machen. Tom zeichnet Gemüse, ich schreibe die Namen. Fatima fotografiert die Pflanzen. Auf dem fertigen Plakat fehlt aber eine wichtige Information: Wann ist der Garten geöffnet? Wir fragen den Hausmeister und ergänzen die Zeiten. Jetzt können auch neue Schülerinnen den Garten besuchen. Das Plakat hängt neben dem ~Eingang=entrance~.|A school-garden poster has pictures but no opening times.|The group asks the caretaker and adds the missing information.
school|Die Hausaufgabe im anderen Heft|perfect|Mila hat ihre ~Hausaufgabe=homework~ gemacht, aber das richtige Heft liegt zu Hause. Die Lehrerin glaubt ihr und bittet sie, die Aufgabe morgen zu zeigen. Mila erinnert sich an einige Sätze und arbeitet trotzdem mit. Am Nachmittag packt sie ihre Tasche gleich nach dem Lernen. Sie legt das Heft ganz oben hinein. Am nächsten Morgen muss sie nicht mehr danach ~suchen=search~.|Mila has completed her homework but brought the wrong exercise book.|She packs the correct book that afternoon for the following day.
